id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad
2017-0104,1,2017-08-25,9,avenida,1,-58.38109568,-34.61853244,peaton,cargas,peaton,femenino,18,fatal
2017-0106,1,2017-08-31,19,calle,14,-58.42533612,-34.58035258,peaton,pasajeros,peaton,femenino,85,fatal
2017-0107,1,2017-09-01,11,avenida,13,-58.46062311,-34.54395182,moto,cargas,conductor,masculino,41,fatal
2017-0108,2,2017-09-02,4,gral paz,12,-58.49491054,-34.54795581,objeto fijo,auto,pasajero_acompañante,masculino,17,fatal
2017-0108,2,2017-09-02,4,gral paz,12,-58.49491054,-34.54795581,objeto fijo,auto,pasajero_acompañante,masculino,10,fatal
2017-0109,1,2017-09-04,21,avenida,7,-58.47130269,-34.63665402,moto,auto,conductor,masculino,21,fatal
2017-0110,1,2017-09-06,14,avenida,1,-58.37048800,-34.60189492,peaton,pasajeros,peaton,masculino,56,fatal
2017-0111,1,2017-09-07,18,calle,4,-58.42023854,-34.64234110,peaton,cargas,peaton,femenino,79,fatal
2017-0112,2,2017-09-10,9,autopista,7,-58.45807401,-34.63997430,auto,objeto fijo,pasajero_acompañante,masculino,1,fatal
2017-0112,2,2017-09-10,9,autopista,7,-58.45807401,-34.63997430,auto,objeto fijo,pasajero_acompañante,masculino,,fatal
2017-0113,1,2017-09-11,6,avenida,1,-58.37697717,-34.59573848,peaton,pasajeros,peaton,femenino,76,fatal
2017-0114,1,2017-09-15,2,avenida,2,-58.39100580,-34.58498660,auto,objeto fijo,conductor,masculino,26,fatal
2017-0115,1,2017-09-19,18,avenida,5,-58.42182126,-34.63089661,moto,bicicleta,conductor,masculino,34,fatal
2017-0116,1,2017-09-20,22,gral paz,12,-58.51389422,-34.58075791,moto,objeto fijo,conductor,masculino,22,fatal
2017-0118,1,2017-09-22,7,avenida,4,-58.37585415,-34.65232158,moto,auto,pasajero_acompañante,femenino,26,fatal
2017-0120,1,2017-10-02,15,autopista,9,-58.47297505,-34.66245085,moto,cargas,conductor,masculino,20,fatal
2017-0123,1,2017-10-10,1,avenida,8,-58.46855503,-34.67216349,peaton,auto,peaton,femenino,36,fatal
2017-0124,1,2017-10-12,14,calle,15,-58.44254033,-34.59185043,moto,pasajeros,conductor,masculino,51,fatal
2017-0125,1,2017-10-13,6,avenida,8,-58.46622247,-34.67926929,moto,objeto fijo,conductor,masculino,29,fatal
2017-0126,2,2017-10-14,6,avenida,8,-58.48003734,-34.68148508,auto,objeto fijo,pasajero_acompañante,masculino,39,fatal
2017-0126,2,2017-10-14,6,avenida,8,-58.48003734,-34.68148508,auto,objeto fijo,conductor,masculino,36,fatal
2017-0127,1,2017-10-16,7,avenida,2,-58.41192137,-34.59800248,moto,moto,pasajero_acompañante,masculino,24,fatal
2017-0128,1,2017-10-17,12,calle,6,-58.44034689,-34.61349731,peaton,pasajeros,peaton,femenino,60,fatal
2017-0129,1,2017-10-26,19,autopista,9,-58.47155277,-34.64925746,moto,pasajeros,conductor,masculino,57,fatal
2017-0130,1,2017-10-27,5,avenida,15,-58.47883099,-34.59967065,auto,cargas,conductor,masculino,23,fatal
2017-0132,1,2017-10-30,14,avenida,8,-58.46552171,-34.69374130,moto,pasajeros,conductor,masculino,23,fatal
2017-0134,1,2017-11-06,18,avenida,8,-58.44239720,-34.66777987,peaton,pasajeros,peaton,femenino,47,fatal
2017-0135,1,2017-11-07,12,avenida,15,-58.47032551,-34.59626814,moto,cargas,conductor,masculino,24,fatal
2017-0136,1,2017-11-16,8,avenida,4,-58.41827843,-34.65522746,peaton,pasajeros,peaton,masculino,55,fatal
2017-0137,1,2017-11-17,11,avenida,11,-58.51280715,-34.59279388,peaton,cargas,peaton,femenino,60,fatal
2017-0138,1,2017-11-19,10,avenida,7,-58.46258582,-34.64385704,moto,objeto fijo,pasajero_acompañante,masculino,25,fatal
2017-0139,1,2017-11-19,22,avenida,8,-58.45064148,-34.68003614,auto,objeto fijo,pasajero_acompañante,femenino,15,fatal
2017-0140,1,2017-11-19,23,autopista,4,-58.38078135,-34.6223647,moto,pasajeros,conductor,masculino,24,fatal
2017-0141,1,2017-11-23,19,avenida,6,-58.42717783,-34.62513374,peaton,pasajeros,peaton,femenino,22,fatal
2017-0143,1,2017-11-25,21,calle,11,-58.46442001,-34.60724519,auto,pasajeros,conductor,masculino,50,fatal
2017-0144,1,2017-11-26,6,gral paz,8,-58.47064556,-34.69843756,auto,objeto fijo,pasajero_acompañante,femenino,50,fatal
2017-0145,1,2017-11-26,17,calle,5,-58.41677733,-34.61223119,moto,auto,conductor,masculino,58,fatal
2017-0147,1,2017-11-28,11,gral paz,9,-58.50251790,-34.67450313,moto,auto,conductor,masculino,49,fatal
2017-0148,1,2017-11-29,10,avenida,3,-58.40708125,-34.62438894,peaton,pasajeros,peaton,femenino,82,fatal
2017-0149,1,2017-11-30,12,avenida,1,-58.36947198,-34.61477051,peaton,pasajeros,peaton,masculino,13,fatal
2017-0150,1,2017-12-04,1,avenida,9,-58.51140889,-34.63934531,peaton,auto,peaton,masculino,56,fatal
2017-0151,1,2017-12-04,2,calle,4,-58.37460912,-34.65559133,peaton,pasajeros,peaton,masculino,,fatal
2017-0152,1,2017-12-06,17,calle,4,-58.41146277,-34.65073916,bicicleta,pasajeros,ciclista,masculino,19,fatal
2017-0153,2,2017-12-11,2,avenida,6,-58.42855267,-34.61829385,moto,pasajeros,pasajero_acompañante,masculino,,fatal
2017-0153,2,2017-12-11,2,avenida,6,-58.42855267,-34.61829385,moto,pasajeros,conductor,masculino,30,fatal
2017-0154,1,2017-12-11,9,avenida,4,-58.39035581,-34.63412287,peaton,pasajeros,peaton,masculino,76,fatal
2017-0155,1,2017-12-12,21,avenida,7,-58.45593915,-34.62656868,,moto,,masculino,77,fatal
2017-0157,1,2017-12-17,9,gral paz,9,-58.52866211,-34.64597065,auto,pasajeros,conductor,masculino,53,fatal
2017-0158,1,2017-12-18,21,gral paz,11,-58.52037476,-34.59407024,moto,auto,conductor,masculino,32,fatal
2017-0159,1,2017-12-20,4,avenida,1,-58.38896772,-34.61799615,moto,auto,conductor,masculino,27,fatal
2017-0160,1,2017-12-22,13,avenida,7,-58.47074114,-34.62771756,peaton,moto,peaton,femenino,30,fatal
2017-0161,1,2017-12-26,15,avenida,9,-58.48200819,-34.65969965,peaton,auto,peaton,femenino,30,fatal
2018-0001,1,2018-01-01,22,avenida,3,-58.39536773,-34.62297346,peaton,moto,peaton,masculino,83,fatal
2018-0002,1,2018-01-03,16,calle,1,-58.37456088,-34.61895467,bicicleta,pasajeros,ciclista,femenino,26,fatal
2018-0003,1,2018-01-05,10,avenida,15,-58.44860217,-34.60395657,peaton,multiple,peaton,femenino,58,fatal
2018-0004,1,2018-01-09,9,avenida,13,-58.46129513,-34.54332766,moto,multiple,conductor,masculino,39,fatal
2018-0005,1,2018-01-09,22,avenida,1,-58.36907201,-34.61953517,peaton,pasajeros,peaton,masculino,54,fatal
2018-0006,1,2018-01-10,21,calle,6,-58.44062219,-34.62499107,bicicleta,pasajeros,ciclista,femenino,45,fatal
2018-0007,1,2018-01-11,2,autopista,9,-58.52502765,-34.63601265,auto,auto,conductor,masculino,46,fatal
2018-0008,1,2018-01-12,17,avenida,1,-58.36659655,-34.61687778,moto,cargas,conductor,femenino,32,fatal
2018-0009,1,2018-01-14,2,avenida,4,-58.36737389,-34.62763661,moto,moto,conductor,masculino,19,fatal
2018-0010,1,2018-01-18,5,calle,10,-58.49807953,-34.63038658,moto,cargas,conductor,masculino,40,fatal
2018-0011,1,2018-01-19,10,avenida,2,-58.39092703,-34.59088447,peaton,pasajeros,peaton,masculino,84,fatal
2018-0012,1,2018-01-26,13,calle,8,-58.46912006,-34.68049201,moto,pasajeros,conductor,masculino,20,fatal
2018-0013,1,2018-01-28,8,avenida,12,-58.48661286,-34.56786129,moto,auto,conductor,masculino,44,fatal
2018-0014,1,2018-01-31,20,avenida,7,-58.44074927,-34.65080597,peaton,moto,peaton,masculino,,fatal
2018-0015,2,2018-02-06,1,avenida,4,-58.38636298,-34.64684275,moto,pasajeros,conductor,masculino,28,fatal
2018-0015,2,2018-02-06,1,avenida,4,-58.38636298,-34.64684275,moto,pasajeros,pasajero_acompañante,masculino,19,fatal
2018-0016,1,2018-02-15,10,avenida,1,-58.37533517,-34.59276462,moto,cargas,conductor,masculino,31,fatal
2018-0017,1,2018-02-17,4,avenida,7,-58.46963952,-34.63070603,peaton,auto,peaton,masculino,35,fatal
2018-0018,1,2018-02-17,7,calle,4,-58.37207554,-34.64543658,moto,cargas,conductor,masculino,26,fatal
2018-0019,1,2018-02-17,12,avenida,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,80,fatal
2018-0020,1,2018-02-19,22,autopista,8,-58.45012957,-34.66518343,moto,cargas,conductor,masculino,26,fatal
2018-0021,1,2018-02-22,10,avenida,4,-58.40184094,-34.64546845,peaton,pasajeros,peaton,femenino,62,fatal
2018-0022,1,2018-02-24,0,avenida,4,-58.37441153,-34.63966783,moto,cargas,conductor,masculino,28,fatal
2018-0023,1,2018-02-24,6,calle,6,-58.44110156,-34.62082399,moto,auto,conductor,masculino,28,fatal
2018-0024,1,2018-02-28,23,avenida,15,-58.47087351,-34.57827342,peaton,cargas,peaton,masculino,70,fatal
2018-0025,1,2018-03-04,22,avenida,7,-58.45962210,-34.62245140,peaton,auto,peaton,masculino,70,fatal
2018-0026,2,2018-03-09,4,avenida,4,-58.41657793,-34.65476216,movil,cargas,conductor,masculino,24,fatal
2018-0026,2,2018-03-09,4,avenida,4,-58.41657793,-34.65476216,movil,cargas,pasajero_acompañante,masculino,30,fatal
2018-0027,1,2018-03-11,23,calle,5,-58.41911301,-34.63722107,peaton,moto,peaton,femenino,74,fatal
2018-0028,1,2018-03-13,15,avenida,9,-58.47120586,-34.64251042,peaton,cargas,peaton,masculino,71,fatal
2018-0029,1,2018-03-15,18,avenida,11,-58.47418944,-34.62049672,moto,auto,conductor,masculino,26,fatal
2018-0030,1,2018-03-20,1,avenida,15,-58.46720441,-34.57905579,moto,moto,conductor,masculino,24,fatal
2018-0031,1,2018-03-28,10,avenida,11,-58.46909362,-34.61779710,moto,cargas,conductor,masculino,31,fatal
2018-0032,1,2018-04-02,13,avenida,13,-58.44704343,-34.56888640,peaton,pasajeros,peaton,masculino,70,fatal
2018-0033,1,2018-04-07,7,avenida,10,-58.50535541,-34.62902048,moto,cargas,conductor,femenino,42,fatal
2018-0034,1,2018-04-11,18,avenida,2,-58.40021675,-34.59522198,peaton,pasajeros,peaton,masculino,24,fatal
2018-0035,1,2018-04-12,16,avenida,7,-58.46325991,-34.62919627,peaton,pasajeros,peaton,femenino,39,fatal
2018-0036,1,2018-04-13,23,avenida,15,-58.49471482,-34.59694755,moto,auto,conductor,masculino,37,fatal
2018-0037,1,2018-04-18,18,avenida,2,-58.39872610,-34.59975962,peaton,cargas,peaton,masculino,84,fatal
2018-0038,2,2018-04-20,17,avenida,1,-58.38872177,-34.60885045,peaton,auto,peaton,femenino,59,fatal
2018-0038,2,2018-04-20,17,avenida,1,-58.38872177,-34.60885045,peaton,auto,peaton,masculino,61,fatal
2018-0039,1,2018-04-21,22,autopista,14,-58.45757936,-34.53895793,peaton,auto,peaton,masculino,37,fatal
2018-0040,1,2018-04-27,11,calle,13,-58.45686132,-34.57305993,peaton,cargas,peaton,femenino,,fatal
2018-0041,1,2018-04-27,13,avenida,4,-58.42281627,-34.64282424,peaton,pasajeros,peaton,femenino,78,fatal
2018-0042,1,2018-04-27,18,calle,4,-58.38666024,-34.63953396,moto,cargas,pasajero_acompañante,masculino,23,fatal
2018-0043,1,2018-04-28,6,avenida,11,-58.49122843,-34.61207587,moto,auto,conductor,masculino,25,fatal
2018-0044,1,2018-04-28,9,avenida,3,-58.40098306,-34.61866627,peaton,auto,peaton,femenino,50,fatal
2018-0045,1,2018-04-30,7,avenida,13,-58.45448963,-34.57916920,auto,cargas,conductor,masculino,60,fatal
2018-0046,1,2018-05-02,3,gral paz,9,-58.52927982,-34.63931752,peaton,auto,peaton,masculino,11,fatal
2018-0047,1,2018-05-08,19,avenida,15,-58.44759966,-34.59170240,peaton,pasajeros,peaton,masculino,82,fatal
2018-0048,1,2018-05-09,10,avenida,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,57,fatal
2018-0049,1,2018-05-11,19,calle,13,-58.46213220,-34.55395823,peaton,auto,peaton,femenino,40,fatal
2018-0050,1,2018-05-14,18,avenida,13,-58.45669422,-34.56203610,peaton,pasajeros,peaton,femenino,47,fatal
2018-0051,1,2018-05-15,21,calle,4,-58.35977160,-34.64341878,peaton,auto,peaton,femenino,57,fatal
2018-0052,1,2018-05-18,20,avenida,15,-58.49820145,-34.59070093,peaton,pasajeros,peaton,masculino,78,fatal
2018-0053,1,2018-05-20,2,calle,3,-58.41059280,-34.59939180,moto,auto,conductor,masculino,43,fatal
2018-0054,1,2018-05-22,11,calle,12,-58.47969138,-34.57121563,peaton,bicicleta,peaton,femenino,86,fatal
2018-0055,1,2018-05-29,7,avenida,3,-58.40351561,-34.61883916,moto,auto,conductor,masculino,21,fatal
2018-0056,1,2018-06-02,13,avenida,9,-58.51973844,-34.63918987,peaton,pasajeros,peaton,femenino,69,fatal
2018-0057,1,2018-06-03,3,calle,3,-58.39311376,-34.62163006,moto,pasajeros,conductor,masculino,33,fatal
2018-0058,1,2018-06-03,6,avenida,15,-58.43531242,-34.59082159,moto,auto,conductor,masculino,26,fatal
2018-0059,1,2018-06-08,6,avenida,5,-58.41178165,-34.63035454,moto,otro,conductor,masculino,54,fatal
2018-0060,1,2018-06-08,12,avenida,1,-58.37048800,-34.60189492,peaton,pasajeros,peaton,masculino,51,fatal
2018-0061,1,2018-06-10,11,calle,3,-58.39883882,-34.61964833,moto,moto,conductor,masculino,51,fatal
2018-0062,1,2018-06-14,1,calle,6,-58.44110156,-34.62082399,peaton,cargas,peaton,masculino,32,fatal
2018-0063,1,2018-06-16,21,avenida,1,-58.37093138,-34.59952725,peaton,pasajeros,peaton,femenino,28,fatal
2018-0064,1,2018-06-25,1,avenida,7,-58.45855262,-34.63953253,auto,cargas,conductor,masculino,30,fatal
2018-0065,1,2018-06-26,17,calle,1,-58.38161909,-34.59283447,moto,cargas,conductor,masculino,35,fatal
2018-0066,1,2018-06-28,11,avenida,15,-58.45511899,-34.58698157,peaton,pasajeros,peaton,masculino,73,fatal
2018-0067,1,2018-06-29,16,avenida,4,-58.37724226,-34.62973033,pasajeros,auto,pasajero_acompañante,femenino,81,fatal
2018-0068,1,2018-07-01,9,avenida,7,-58.45546217,-34.62930339,moto,auto,conductor,masculino,21,fatal
2018-0069,1,2018-07-04,21,avenida,2,-58.39897064,-34.59954925,bicicleta,pasajeros,ciclista,masculino,20,fatal
2018-0070,1,2018-07-07,15,calle,3,-58.40917826,-34.62126274,moto,pasajeros,conductor,masculino,33,fatal
2018-0071,1,2018-07-10,17,avenida,1,-58.36726348,-34.61099738,moto,cargas,conductor,masculino,,fatal
2018-0072,1,2018-07-11,13,autopista,8,-58.48267426,-34.68454456,moto,cargas,conductor,masculino,27,fatal
2018-0073,1,2018-07-11,15,avenida,4,-58.39546165,-34.65168841,peaton,cargas,peaton,femenino,67,fatal
2018-0074,1,2018-07-14,6,avenida,7,-58.46941984,-34.63376545,auto,cargas,conductor,masculino,25,fatal
2018-0075,1,2018-07-15,7,avenida,14,-58.40367321,-34.58129246,peaton,auto,peaton,masculino,23,fatal
2018-0076,1,2018-07-16,9,calle,9,-58.52932872,-34.65014993,auto,cargas,conductor,masculino,73,fatal
2018-0077,1,2018-07-16,23,calle,3,-58.40917826,-34.62126274,auto,cargas,conductor,masculino,58,fatal
2018-0078,1,2018-07-21,6,calle,2,-58.41264127,-34.59473294,peaton,auto,peaton,masculino,27,fatal
2018-0079,1,2018-07-23,7,gral paz,9,-58.50877521,-34.66977709,peaton,cargas,peaton,masculino,,fatal
2018-0080,1,2018-07-25,22,avenida,9,-58.51232237,-34.65903530,peaton,auto,peaton,masculino,26,fatal
2018-0081,1,2018-07-29,6,avenida,7,-58.44744156,-34.64567171,peaton,multiple,peaton,masculino,35,fatal
2018-0082,1,2018-08-01,15,avenida,9,-58.49441273,-34.65869968,moto,cargas,conductor,femenino,17,fatal
2018-0083,1,2018-08-02,5,gral paz,8,-58.47976785,-34.69153196,moto,cargas,conductor,masculino,,fatal
2018-0084,1,2018-08-03,7,avenida,1,-58.36523349,-34.62260331,peaton,cargas,peaton,masculino,45,fatal
2018-0085,2,2018-08-03,18,avenida,3,-58.39118948,-34.62704273,moto,pasajeros,pasajero_acompañante,femenino,22,fatal
2018-0085,2,2018-08-03,18,avenida,3,-58.39118948,-34.62704273,moto,pasajeros,conductor,masculino,30,fatal
2018-0086,1,2018-08-10,21,avenida,9,-58.49019551,-34.65015854,peaton,pasajeros,peaton,masculino,40,fatal
2018-0087,1,2018-08-15,19,avenida,5,-58.41644362,-34.63023775,peaton,pasajeros,peaton,masculino,75,fatal
2018-0088,1,2018-08-17,16,gral paz,12,-58.50073810,-34.54979510,moto,cargas,conductor,masculino,,fatal
2018-0089,1,2018-08-17,17,avenida,4,-58.39626094,-34.63036565,peaton,pasajeros,peaton,masculino,80,fatal
2018-0090,1,2018-08-18,10,avenida,8,-58.43284809,-34.67051543,moto,auto,conductor,masculino,27,fatal
2018-0091,1,2018-08-19,18,autopista,9,-58.52280139,-34.63659934,auto,auto,pasajero_acompañante,femenino,23,fatal
2018-0092,1,2018-08-20,8,avenida,14,-58.42336930,-34.59774487,moto,auto,conductor,masculino,23,fatal
2018-0093,1,2018-08-20,8,calle,1,-58.38691681,-34.63105973,peaton,pasajeros,peaton,masculino,24,fatal
2018-0094,1,2018-08-23,5,calle,14,-58.41169020,-34.58579880,moto,pasajeros,conductor,masculino,32,fatal
2018-0095,1,2018-08-26,0,avenida,9,-58.46739825,-34.65117757,auto,auto,pasajero_acompañante,femenino,49,fatal
2018-0096,1,2018-08-31,22,autopista,8,-58.44483258,-34.67152226,peaton,auto,peaton,masculino,39,fatal
2018-0097,1,2018-09-02,10,avenida,8,-58.43254025,-34.66128115,auto,otro,conductor,femenino,35,fatal
2018-0098,2,2018-09-09,5,gral paz,8,-58.47199387,-34.69640164,auto,auto,conductor,masculino,55,fatal
2018-0098,2,2018-09-09,5,gral paz,8,-58.47199387,-34.69640164,auto,auto,pasajero_acompañante,masculino,54,fatal
2018-0099,1,2018-09-12,14,avenida,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,18,fatal
2018-0100,1,2018-09-20,10,avenida,1,-58.36217754,-34.62367156,moto,auto,,femenino,33,fatal
2018-0101,1,2018-09-21,0,gral paz,12,-58.48098594,-34.54073130,auto,multiple,conductor,masculino,,fatal
2018-0102,1,2018-09-21,0,calle,4,-58.41083404,-34.64640709,moto,auto,conductor,masculino,20,fatal
2018-0103,1,2018-09-27,17,avenida,7,-58.44609828,-34.64446729,peaton,moto,peaton,masculino,1,fatal
2018-0104,1,2018-10-01,8,autopista,4,-58.37709334,-34.64035082,moto,moto,conductor,masculino,22,fatal
2018-0105,1,2018-10-03,18,avenida,7,-58.46963952,-34.63070603,peaton,pasajeros,peaton,femenino,56,fatal
2018-0106,1,2018-10-04,22,avenida,13,-58.43674281,-34.55161027,moto,moto,conductor,masculino,27,fatal
2018-0107,1,2018-10-06,14,avenida,3,-58.40596860,-34.61011987,peaton,pasajeros,peaton,femenino,62,fatal
2018-0108,1,2018-10-09,14,avenida,1,-58.36154069,-34.60463618,moto,auto,conductor,masculino,37,fatal
2018-0109,1,2018-10-10,22,avenida,1,-58.37062179,-34.60066507,peaton,pasajeros,peaton,masculino,34,fatal
2018-0110,1,2018-10-13,3,avenida,15,-58.43220014,-34.60207186,peaton,moto,peaton,masculino,60,fatal
2018-0111,1,2018-10-19,12,autopista,9,-58.46958442,-34.64949724,moto,cargas,conductor,masculino,28,fatal
2018-0112,1,2018-10-24,9,calle,15,-58.44671397,-34.59970903,moto,cargas,conductor,femenino,28,fatal
2018-0113,1,2018-10-25,11,calle,11,-58.47152163,-34.61474911,moto,cargas,conductor,masculino,20,fatal
2018-0114,1,2018-10-30,2,avenida,1,-58.39032921,-34.61807951,moto,auto,conductor,masculino,23,fatal
2018-0115,1,2018-10-31,12,calle,9,-58.52887773,-34.64297861,peaton,pasajeros,peaton,masculino,42,fatal
2018-0116,1,2018-11-01,10,gral paz,8,-58.49371157,-34.67981324,peaton,cargas,peaton,masculino,48,fatal
2018-0117,1,2018-11-04,8,avenida,9,-58.48266599,-34.66012327,moto,moto,conductor,masculino,30,fatal
2018-0118,1,2018-11-05,14,avenida,3,-58.40612253,-34.60774301,peaton,moto,peaton,femenino,80,fatal
2018-0119,1,2018-11-05,22,avenida,8,-58.43613623,-34.66292532,peaton,,peaton,femenino,32,fatal
2018-0120,1,2018-11-09,13,avenida,12,-58.48250732,-34.57208238,peaton,auto,peaton,femenino,51,fatal
2018-0121,1,2018-11-09,16,avenida,10,-58.49945705,-34.63743280,peaton,pasajeros,peaton,femenino,72,fatal
2018-0122,1,2018-11-12,1,autopista,8,-58.47743966,-34.67233407,auto,auto,conductor,masculino,33,fatal
2018-0123,1,2018-11-12,3,gral paz,9,-58.50251790,-34.67450313,auto,,conductor,masculino,25,fatal
2018-0124,1,2018-11-15,19,autopista,9,-58.52144411,-34.63682499,cargas,cargas,conductor,masculino,44,fatal
2018-0125,1,2018-11-16,21,avenida,4,-58.41650465,-34.65084045,peaton,pasajeros,peaton,masculino,29,fatal
2018-0126,1,2018-11-18,12,gral paz,9,-58.52994219,-34.64055918,moto,auto,conductor,masculino,27,fatal
2018-0127,1,2018-11-19,9,gral paz,12,-58.50993046,-34.56919739,moto,moto,conductor,masculino,29,fatal
2018-0128,2,2018-11-25,4,gral paz,9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,masculino,49,fatal
2018-0128,2,2018-11-25,4,gral paz,9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,femenino,39,fatal
2018-0129,1,2018-11-28,4,avenida,15,-58.45021367,-34.58695347,moto,pasajeros,conductor,masculino,37,fatal
2018-0130,1,2018-12-03,3,avenida,10,-58.49022072,-34.62770192,moto,pasajeros,conductor,masculino,,fatal
2018-0131,1,2018-12-07,19,avenida,1,-58.36860866,-34.60106568,moto,cargas,conductor,masculino,29,fatal
2018-0132,1,2018-12-12,8,autopista,2,-58.39490504,-34.57241534,peaton,cargas,peaton,masculino,70,fatal
2018-0133,1,2018-12-12,14,avenida,7,-58.46963952,-34.63070603,peaton,cargas,peaton,femenino,60,fatal
2018-0134,1,2018-12-12,21,avenida,7,-58.42349365,-34.64019887,peaton,moto,peaton,masculino,56,fatal
2018-0135,1,2018-12-18,14,avenida,1,-58.37471802,-34.61265002,peaton,pasajeros,peaton,masculino,80,fatal
2018-0136,1,2018-12-18,15,avenida,7,-58.46438789,-34.62913916,peaton,pasajeros,peaton,femenino,70,fatal
2018-0137,1,2018-12-18,20,calle,1,-58.38481975,-34.61100424,moto,pasajeros,pasajero_acompañante,masculino,29,fatal
2018-0138,1,2018-12-21,9,calle,10,-58.50751833,-34.62073702,pasajeros,pasajeros,pasajero_acompañante,femenino,79,fatal
2018-0139,1,2018-12-22,6,calle,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompañante,masculino,28,fatal
2018-0140,1,2018-12-22,8,calle,1,-58.36004650,-34.61381341,auto,auto,conductor,masculino,78,fatal
2018-0141,1,2018-12-22,17,avenida,5,-58.41509546,-34.62085945,peaton,moto,peaton,masculino,75,fatal
2018-0142,1,2018-12-25,13,gral paz,12,-58.50997604,-34.57251072,cargas,pasajeros,pasajero_acompañante,masculino,32,fatal
2018-0143,1,2018-12-29,5,avenida,10,-58.48606475,-34.64047818,moto,auto,conductor,masculino,22,fatal
2019-0001,1,2019-01-08,8,avenida,2,-58.38526125,-34.57805810,moto,cargas,conductor,masculino,25,fatal
2019-0002,1,2019-01-09,4,avenida,7,-58.45463662,-34.65082149,auto,cargas,conductor,masculino,32,fatal
2019-0003,1,2019-01-12,8,avenida,15,-58.49121672,-34.59718073,moto,auto,conductor,masculino,23,fatal
2019-0004,1,2019-01-14,19,avenida,9,-58.47325712,-34.65284605,auto,pasajeros,conductor,masculino,71,fatal
2019-0005,1,2019-01-19,12,avenida,10,-58.52108101,-34.63382309,moto,cargas,conductor,masculino,43,fatal
2019-0006,1,2019-01-23,5,avenida,14,-58.41652702,-34.55509606,peaton,auto,peaton,femenino,12,fatal
2019-0007,1,2019-01-26,19,calle,5,-58.42891604,-34.61071660,moto,auto,conductor,masculino,35,fatal
2019-0008,1,2019-01-30,22,gral paz,8,-58.47802293,-34.69156793,moto,multiple,conductor,masculino,42,fatal
2019-0009,1,2019-01-31,14,avenida,1,-58.37564821,-34.62200207,moto,auto,conductor,masculino,34,fatal
2019-0010,2,2019-02-02,7,avenida,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,,fatal
2019-0010,2,2019-02-02,7,avenida,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,59,fatal
2019-0011,1,2019-02-10,1,gral paz,9,-58.51839930,-34.66252488,peaton,auto,peaton,masculino,,fatal
2019-0012,1,2019-02-17,3,avenida,8,-58.48432691,-34.67665828,moto,auto,conductor,masculino,31,fatal
2019-0013,1,2019-02-20,7,calle,7,-58.43383830,-34.64457699,peaton,auto,peaton,masculino,39,fatal
2019-0014,1,2019-02-20,17,calle,11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,masculino,69,fatal
2019-0015,1,2019-02-23,6,avenida,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,masculino,21,fatal
2019-0016,1,2019-02-24,2,calle,4,-58.38313603,-34.63356284,moto,pasajeros,conductor,masculino,40,fatal
2019-0017,1,2019-03-03,7,calle,3,-58.39914719,-34.61632317,auto,pasajeros,conductor,masculino,22,fatal
2019-0018,1,2019-03-03,23,autopista,13,-58.44927253,-34.54048625,peaton,auto,peaton,femenino,29,fatal
2019-0019,1,2019-03-06,12,avenida,13,-58.45049163,-34.55374003,moto,auto,conductor,masculino,,fatal
2019-0020,1,2019-03-07,21,avenida,5,-58.41288952,-34.63572989,moto,auto,conductor,masculino,43,fatal
2019-0021,1,2019-03-15,22,avenida,7,-58.45743597,-34.62561234,moto,auto,conductor,masculino,23,fatal
2019-0022,1,2019-03-15,0,avenida,1,-58.39123782,-34.62352245,auto,,pasajero_acompañante,masculino,,fatal
2019-0023,1,2019-03-16,8,gral paz,9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,masculino,34,fatal
2019-0024,1,2019-03-19,7,avenida,1,-58.37208118,-34.58541957,moto,cargas,conductor,masculino,32,fatal
2019-0025,1,2019-03-22,13,calle,5,-58.41458534,-34.60937557,peaton,auto,peaton,masculino,27,fatal
2019-0026,1,2019-03-28,7,avenida,8,-58.47976785,-34.69153196,peaton,pasajeros,peaton,masculino,,fatal
2019-0027,1,2019-03-28,11,avenida,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,masculino,37,fatal
2019-0028,1,2019-04-06,9,avenida,11,-58.46051346,-34.60588536,peaton,pasajeros,peaton,femenino,,fatal
2019-0029,1,2019-04-07,10,avenida,8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,masculino,27,fatal
2019-0030,1,2019-04-09,16,calle,7,-58.45457546,-34.62447891,moto,cargas,conductor,masculino,25,fatal
2019-0031,1,2019-04-12,19,avenida,1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,masculino,20,fatal
2019-0032,1,2019-04-16,11,avenida,11,-58.46415322,-34.60443790,peaton,auto,peaton,femenino,83,fatal
